,Artist Name,Track Name,ms Played,Listen Count,Key,Tempo,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Liked
224,BABYMETAL,Doki Doki Morning,224933,2,9,82.997,0.472,0.944,-2.449,0.111,0.00451,0.0702,0.568,False
225,Ten Years After,I'd Love to Change the World - 2004 Remaster,224133,8,9,118.129,0.384,0.516,-12.032,0.0345,0.202,0.114,0.371,False
226,Jimmy Eat World,Sweetness,220026,21,5,135.331,0.487,0.898,-4.436,0.038,0.00305,0.26,0.597,False
227,The Animal In Me,Temporary,404213,56,1,77.494,0.388,0.773,-3.791,0.035,0.00413,0.0831,0.196,True
228,Grace VanderWaal,So Much More Than This,174080,38,5,180.039,0.742,0.522,-4.111,0.152,0.136,0.0422,0.751,False
229,Great Good Fine Ok,Terrified,183021,2,5,105.024,0.85,0.685,-4.592,0.0476,0.189,0.411,0.876,False
230,We Are The Fallen,Don't Leave Me Behind,213600,14,6,130.008,0.521,0.888,-2.935,0.0412,0.119,0.208,0.355,True
231,Adelitas Way,Still Hungry,190126,11,4,92.959,0.521,0.918,-5.915,0.0592,0.00449,0.0775,0.366,False
232,WARGASM (UK),Backyard Bastards,228000,38,8,160.875,0.427,0.738,-8.821,0.173,0.000136,0.0675,0.428,True
233,Kurt Hugo Schneider,Send My Love (To Your New Lover),210731,6,2,82.031,0.751,0.599,-8.087,0.237,0.146,0.0973,0.966,False
234,Nine Inch Nails,Somewhat Damaged,222354,1,0,110.028,0.684,0.75,-7.651,0.0457,0.00113,0.204,0.353,False
235,Papa Roach,Forever,139752,39,2,107.967,0.575,0.591,-5.916,0.028,0.0173,0.173,0.332,True
236,System Of A Down,Lost In Hollywood,320693,12,8,155.564,0.283,0.797,-3.193,0.0307,0.596,0.125,0.107,False
237,The Neighbourhood,Sweater Weather,208544,92,10,124.053,0.612,0.807,-2.81,0.0336,0.0495,0.101,0.398,True
238,Oasis,Morning Glory (Live At Roskilde),0,2,9,134.927,0.183,0.774,-5.513,0.0695,0.000463,0.135,0.183,False
239,Gin Blossoms,Til I Hear It From You,101272,16,9,124.417,0.578,0.764,-7.997,0.0294,0.08,0.291,0.722,False
240,PVRIS,Chandelier,217310,30,1,174.054,0.379,0.755,-6.262,0.0434,0.0155,0.122,0.552,False
241,Jye,A Shitty Love Song,197142,1,9,98.056,0.763,0.146,-13.375,0.0379,0.946,0.118,0.536,False
242,The Survival Code,So Serious,30010,15,2,99.928,0.604,0.909,-4.199,0.04,0.000512,0.0903,0.412,False
243,Modestep,Machines,77963,87,8,127.974,0.648,0.917,-3.383,0.0698,0.00063,0.446,0.392,True
244,Eyes Set To Kill,Points of Authority,222125,68,11,94.692,0.291,0.804,-5.237,0.0668,0.000119,0.13,0.421,True
245,MISSIO,Twisted,2420,84,2,97.52,0.577,0.789,-4.661,0.0427,0.00532,0.214,0.149,True
246,Flyleaf,All Around Me,198506,104,9,146.975,0.473,0.871,-4.893,0.0456,0.0216,0.0525,0.47,False
247,The Smashing Pumpkins,Zero - Remastered 2012,160173,58,8,128.04,0.438,0.728,-7.105,0.0458,3.49e-05,0.0509,0.701,False
248,Ferry Corsten,Pogo (Radio Edit),218295,3,9,132.002,0.598,0.833,-7.423,0.0319,5.69e-05,0.18,0.26,False
249,Tonight Alive,Little Lion Man,233146,35,6,129.95,0.588,0.698,-4.047,0.0444,0.00197,0.114,0.553,False
250,Written by Wolves,Let It Burn,235680,8,4,160.031,0.467,0.851,-7.116,0.0401,0.00364,0.136,0.211,False
251,PVRIS,Dead Weight,207000,148,4,119.004,0.599,0.915,-2.087,0.0664,0.00593,0.484,0.59,True
252,Ghost,Dance Macabre,219720,5,7,125.986,0.619,0.696,-6.269,0.0315,1.89e-05,0.38,0.727,False
253,LUNA AURA,HONEY,155680,53,9,119.017,0.468,0.902,-4.838,0.132,0.0325,0.0664,0.451,True
254,LISTENBEE,Nottamun Town,189146,3,3,120.038,0.748,0.747,-6.238,0.0774,0.116,0.356,0.556,False
255,Jynx,Fails,241500,6,1,159.993,0.497,0.969,-3.914,0.163,0.00066,0.106,0.11,False
256,Noora Louhimo Experience,Eternal Wheel Of Time And Space,404320,28,9,80.064,0.377,0.758,-6.237,0.038,0.0459,0.0858,0.0751,True
257,Maddie Medley,Coming of Age (demo),251692,7,10,80.344,0.465,0.302,-6.394,0.027,0.789,0.0856,0.0827,False
258,Hot Chelle Rae,I Like It Like That (feat. New Boyz),188200,3,1,101.002,0.742,0.784,-5.458,0.0552,0.0308,0.354,0.65,False
259,Run River North,Growing Up,243960,52,3,93.439,0.621,0.275,-10.579,0.0601,0.775,0.145,0.366,False
260,Lit,My Own Worst Enemy,169026,94,4,103.408,0.494,0.946,-2.757,0.0637,0.00129,0.398,0.741,False
261,The Veer Union,Numb (Acoustic),198545,168,5,110.076,0.446,0.64,-4.191,0.032,0.128,0.0758,0.182,True
262,Amy Winehouse,Back To Black,240440,11,10,123.28,0.49,0.725,-3.304,0.0392,0.123,0.0983,0.335,False
263,Anarbor,Can't Help It,190913,6,6,90.007,0.519,0.941,-3.551,0.0502,0.0256,0.277,0.595,False
264,Halocene,The Kill,183627,77,4,183.228,0.175,0.445,-8.392,0.0399,0.111,0.0967,0.0889,True
265,LUNA AURA,SMILE,188750,37,9,95.021,0.61,0.8,-7.475,0.058,0.013,0.721,0.67,True
266,DIAMANTE,Iris,224859,168,1,154.665,0.371,0.651,-5.81,0.0367,0.00191,0.33,0.159,True
267,Halocene,Legends Never Die,238285,5,4,139.863,0.479,0.646,-7.777,0.051,0.115,0.112,0.137,False
268,Victorious Cast,Take A Hint (feat. Victoria Justice & Elizabeth Gillies),7341,2,3,133.995,0.727,0.86,-2.712,0.0641,0.00443,0.0718,0.747,False
269,Eagle-Eye Cherry,Save Tonight,239226,5,0,119.567,0.547,0.693,-8.786,0.0353,9.24e-05,0.113,0.583,False
270,The Animal In Me,Doubt,194634,48,8,100.067,0.488,0.962,-3.812,0.0434,0.000115,0.372,0.52,True
271,Beastie Boys,Sabotage,156626,42,6,168.131,0.324,0.938,-7.332,0.102,0.032,0.0961,0.543,False
272,Porcupine Tree,Fear of a Blank Planet,450710,18,0,162.009,0.374,0.642,-11.32,0.0321,0.00279,0.339,0.261,True
273,Rain City Drive,Prayers,195333,3,2,90.044,0.434,0.978,-2.604,0.0576,0.000895,0.444,0.707,False
274,Of Mice & Men,Would You Still Be There,192506,7,10,96.026,0.514,0.917,-3.612,0.0506,5.86e-05,0.309,0.48,False
275,Sixx:A.M.,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",254200,2,0,145.06,0.396,0.781,-5.148,0.0377,0.00158,0.185,0.201,False
276,NOTHING MORE,Do You Really Want It,141757,19,7,170.6,0.223,0.891,-4.918,0.133,8.6e-05,0.107,0.558,False
277,Mother Mother,The Drugs,193440,5,8,138.009,0.591,0.912,-5.146,0.0399,0.000132,0.243,0.792,False
278,Brooke Bentham,"Losing, Baby",184750,1,2,98.999,0.528,0.594,-8.666,0.0294,0.0884,0.211,0.416,False
279,10 Years,Novacaine,169520,86,11,188.036,0.444,0.865,-2.433,0.0464,0.000106,0.0366,0.74,False
280,The Anchor,The Guillotine,224668,56,4,200.133,0.195,0.981,-4.364,0.258,0.000111,0.223,0.113,True
281,Apocalyptica,Talk To Me (feat. Lzzy Hale),208021,64,2,177.928,0.409,0.877,-5.865,0.0602,0.00329,0.222,0.403,True
282,Lauren Babic,If You Can't Hang,11567,37,2,192.008,0.352,0.958,-5.579,0.236,0.00069,0.111,0.523,True
283,Thrice,Black Honey,239450,109,9,151.914,0.442,0.892,-6.431,0.086,0.00267,0.0758,0.237,False
284,The Haunted,The Fallout,262666,34,1,90.023,0.497,0.697,-7.083,0.0282,4.56e-06,0.0927,0.254,True
285,Sarah Jarosz,When Doves Cry - Recorded At Spotify Studios NYC,280827,8,9,127.905,0.77,0.335,-10.095,0.0634,0.641,0.168,0.489,False
286,VUKOVI,He Wants Me Not,203480,20,4,96.526,0.54,0.802,-5.688,0.0563,0.0611,0.346,0.29,False
287,Feeder,Just The Way I'm Feeling,258986,5,11,178.289,0.31,0.896,-3.767,0.0406,6.79e-05,0.0764,0.339,False
288,Rave The Reqviem,Colossvs,217173,9,9,131.991,0.511,0.947,-4.485,0.0449,0.000639,0.417,0.84,False
289,Green Day,Wake Me up When September Ends,285653,76,7,104.98,0.546,0.814,-5.146,0.0314,0.023,0.0972,0.146,False
290,Miracle Of Sound,Wake the White Wolf,226659,3,7,159.17,0.459,0.814,-5.469,0.0436,0.131,0.039,0.277,False
291,No name faces,Walls of Anxiety,241323,47,4,187.941,0.388,0.902,-6.461,0.0357,4.37e-06,0.262,0.417,True
292,Pagan,Blood Moon,252106,20,2,88.825,0.163,0.955,-3.842,0.0689,0.00048,0.3,0.454,False
293,The Neighbourhood,A Little Death,209706,1,6,88.013,0.53,0.763,-4.712,0.0332,0.0026,0.105,0.338,False
294,Pop Evil,Goodbye My Friend,231366,26,5,92.491,0.581,0.92,-4.205,0.0514,8.21e-05,0.16,0.235,True
295,"Chunk! No, Captain Chunk!",The Other Line,209693,3,1,167.046,0.386,0.933,-3.745,0.129,7.66e-05,0.187,0.384,False
296,Disturbed,Sons of Plunder,228026,2,11,99.93,0.545,0.987,-3.3,0.0489,7.06e-05,0.191,0.395,False
297,Tom Rosenthal,Middle Of My Mind,164721,7,2,76.702,0.607,0.198,-14.271,0.038,0.963,0.107,0.381,False
298,Rob Zombie,A Hearse That Overturns With The Coffin Bursting Open,90320,41,9,117.946,0.545,0.532,-16.888,0.0299,0.798,0.284,0.823,True
299,Ra,Do You Call My Name,317160,25,4,91.299,0.438,0.942,-5.19,0.0575,0.00125,0.421,0.511,False
300,FAKY,99,210345,1,11,159.983,0.679,0.869,-4.142,0.0402,0.0227,0.0917,0.508,False
301,Jess Glynne,Hold My Hand,0,13,0,122.977,0.642,0.823,-5.717,0.0289,0.00159,0.0776,0.431,False
302,Hollywood Undead,Bloody Nose,250127,84,7,88.003,0.483,0.962,-2.93,0.107,5.45e-05,0.273,0.459,True
303,Disturbed,Monster,9895,1,1,179.965,0.38,0.949,-4.22,0.0891,2.77e-05,0.0556,0.434,False
304,Pim Stones,We Have It All,263333,5,10,107.984,0.556,0.493,-7.151,0.032,0.921,0.113,0.16,False
305,Made in M,Old Roots New Trees,92250,4,4,82.9,0.857,0.146,-10.946,0.33,0.838,0.109,0.776,False
306,Angus & Julia Stone,Santa Monica Dream,330306,11,5,121.071,0.621,0.261,-13.805,0.034,0.91,0.109,0.0702,False
307,The Animal In Me,Thriller,99120,8,11,119.985,0.551,0.947,-5.943,0.0656,0.000357,0.316,0.251,False
308,Flyleaf,I'm So Sick,175880,84,10,153.932,0.429,0.96,-4.261,0.0914,6.46e-05,0.102,0.233,False
309,Atlas Genius,All These Girls,204026,3,1,148.018,0.655,0.838,-4.855,0.0361,0.00502,0.313,0.406,False
310,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,6,2,81.998,0.728,0.62,-7.533,0.0434,0.038,0.342,0.885,False
311,Nine Inch Nails,Closer,373000,65,10,89.996,0.547,0.714,-8.628,0.044,0.000242,0.122,0.541,False
312,Valiant Hearts,Dear Astronomer,269520,3,1,125.069,0.423,0.925,-2.181,0.0711,0.0233,0.144,0.211,False
313,WOOZE,Witch Slap (IOU),135063,3,11,195.791,0.333,0.911,-3.685,0.178,0.000503,0.0952,0.668,False
314,Flyleaf,Set Me On Fire,217689,62,7,95.153,0.495,0.917,-3.142,0.116,0.0725,0.192,0.515,False
315,Walk Off the Earth,Somebody That I Used to Know,248240,5,0,129.059,0.838,0.394,-8.656,0.0467,0.558,0.108,0.409,False
316,Des Rocs,Nothing Personal,263720,32,11,169.948,0.371,0.816,-5.368,0.0651,0.0187,0.115,0.263,True
317,Seether,Same Damn Life,199706,62,5,117.97,0.595,0.949,-4.327,0.0476,0.000325,0.306,0.772,False
318,First to Eleven,Eighteen,0,30,6,155.072,0.38,0.9,-3.066,0.083,0.0125,0.274,0.363,False
319,Toadies,Possum Kingdom,309573,113,9,100.687,0.643,0.726,-9.314,0.0255,0.000772,0.07,0.925,False
320,First to Eleven,Want You Back,0,24,0,98.045,0.651,0.652,-8.023,0.0364,0.0212,0.161,0.462,False
321,The Decemberists,The Rake's Song,195946,3,11,115.138,0.677,0.871,-6.198,0.0294,0.0129,0.397,0.518,False
322,Stabbing Westward,Dawn,274693,7,11,125.02,0.512,0.805,-6.529,0.0375,8.1e-06,0.124,0.293,False
323,Five Finger Death Punch,The Tragic Truth,235650,33,2,155.992,0.468,0.924,-4.485,0.0669,0.00295,0.139,0.579,True
324,Blood Command,Ctrl + Art + Delete,5006,34,6,144.962,0.451,0.983,-4.088,0.0967,0.00141,0.614,0.343,False
325,Violet Orlandi,Lost Angel,640,25,9,123.815,0.633,0.285,-9.291,0.0312,0.645,0.103,0.271,True
326,Tenille Townes,Hallelujah,229574,6,4,158.329,0.349,0.148,-9.731,0.0365,0.861,0.136,0.111,False
327,Nonpoint,Divided.. Conquer Them,29205,5,8,113.046,0.603,0.897,-5.874,0.0386,0.00129,0.0861,0.421,False
328,Alessia Cara,OKAY OKAY,158146,1,5,177.851,0.684,0.452,-7.126,0.262,0.0629,0.302,0.752,False
329,Death Cab for Cutie,Soul Meets Body,229413,11,2,128.142,0.621,0.853,-5.735,0.0253,0.0767,0.0893,0.714,False
330,Walkways,Hell Born Shove - Impossible,331000,14,1,140.066,0.482,0.897,-5.798,0.107,0.00416,0.328,0.269,False
331,Secrets,Shape Of You,251193,2,6,95.992,0.552,0.925,-3.321,0.068,0.00159,0.164,0.695,False
332,Sponge,Molly (16 Candles),221500,8,1,101.159,0.459,0.673,-8.846,0.028,1.49e-05,0.0505,0.549,False
333,The Animal In Me,Rap God,150,128,8,148.011,0.533,0.995,-4.123,0.173,0.016,0.188,0.168,True
334,Stabbing Westward,So Wrong,3120,7,9,123.779,0.253,0.795,-8.592,0.0599,0.000237,0.347,0.326,False
335,t.A.T.u.,All The Things She Said - Fernando Garibay Remix,241506,2,8,89.958,0.65,0.783,-6.222,0.0983,0.00306,0.0979,0.309,False
336,MEYTAL,Armalite,207183,12,9,105.006,0.434,0.956,-6.56,0.111,0.000319,0.0982,0.213,False
337,Cavetown,Fool,233785,4,1,79.509,0.671,0.464,-9.277,0.149,0.0632,0.0711,0.131,False
338,Blur,Song 2 - 2012 Remaster,121160,76,8,129.802,0.674,0.789,-6.903,0.0676,0.00178,0.0753,0.918,False
339,Korn,You'll Never Find Me,220880,2,8,107.028,0.581,0.903,-5.013,0.0786,9.07e-05,0.187,0.177,False
340,Gardiner Sisters,Imagine,150025,11,5,92.509,0.38,0.186,-10.414,0.0326,0.906,0.0944,0.344,False
341,Solence,Animal In Me,187321,21,5,148.084,0.506,0.881,-5.491,0.108,0.000163,0.23,0.556,False
342,Oasis,Champagne Supernova - Remastered,448438,64,2,150.272,0.286,0.796,-4.625,0.0388,0.47,0.364,0.12,False
343,Underoath,Cycle [Feat. Ghostemane],253386,1,7,186.027,0.29,0.947,-5.051,0.0962,6.72e-06,0.388,0.284,False
344,Nelly Furtado,I'm Like A Bird,243160,10,10,89.661,0.622,0.608,-5.085,0.036,0.138,0.273,0.607,False
345,My Chemical Romance,The Ghost of You,194253,8,11,145.781,0.202,0.886,-3.805,0.0816,0.0286,0.643,0.192,False
346,A Perfect Circle,Counting Bodies Like Sheep to the Rhythm of the War Drums (Live),359160,2,8,135.976,0.515,0.924,-5.996,0.0727,0.0014,0.999,0.186,False
347,Sick Puppies,Survive,192653,36,6,175.047,0.378,0.933,-4.806,0.102,0.000817,0.0747,0.517,False
348,A Perfect Circle,Weak And Powerless,195133,34,1,159.747,0.483,0.841,-7.494,0.0523,0.000172,0.108,0.13,False
349,Corrosion Of Conformity,Albatross,119722,24,10,135.213,0.344,0.911,-5.997,0.054,5.05e-05,0.0642,0.51,True
350,Carly Rae Jepsen,I'll Be Your Girl,178706,1,10,152.016,0.671,0.659,-5.533,0.0404,0.00794,0.122,0.742,False
351,The Treblemakers,Let It Whip,0,31,7,133.948,0.731,0.857,-5.334,0.0677,0.22,0.332,0.908,False
352,From Ashes to New,Panic,200800,8,5,98.067,0.529,0.961,-3.561,0.132,0.000318,0.319,0.292,False
353,Hegemony,Dirge (Asylum II),164600,46,2,116.078,0.629,0.577,-7.099,0.0274,0.232,0.12,0.234,True
354,VUKOVI,Wander,205109,7,4,99.886,0.354,0.839,-4.518,0.0513,0.00469,0.301,0.315,False
355,Aqours,MIRAI TICKET,121387,1,7,168.018,0.4,0.937,-3.411,0.0749,0.00527,0.102,0.313,False
356,Joy Williams,Front Porch,231813,4,1,124.44,0.567,0.224,-10.024,0.0299,0.887,0.109,0.2,False
357,Saint Asonia,The Hunted,223846,8,2,99.979,0.458,0.954,-4.364,0.0849,1.43e-05,0.0878,0.309,False
358,Mayday Parade,One Of Them Will Destroy The Other,190560,1,5,143.883,0.372,0.928,-2.725,0.0449,1.15e-05,0.397,0.417,False
359,NOTHING MORE,Mr. MTV,239906,2,2,70.124,0.196,0.871,-5.889,0.0693,0.000311,0.0714,0.361,False
360,Late Nite Reading,Pumped Up Kicks,229877,35,8,130.029,0.594,0.935,-4.304,0.0376,0.132,0.206,0.902,False
361,PVRIS,No Mercy,239120,54,4,147.894,0.452,0.906,-3.384,0.109,0.0367,0.324,0.359,True
362,Brooke Annibale,Hold On,229933,3,8,117.387,0.284,0.446,-11.035,0.0341,0.162,0.166,0.148,False
363,NOTHING MORE,Fade In / Fade Out,364906,75,4,83.479,0.411,0.805,-5.246,0.0418,0.00879,0.0819,0.238,False
364,Geese,Disco,814835,21,7,132.967,0.355,0.786,-4.977,0.0387,0.00112,0.125,0.423,False
365,Smash Into Pieces,Rise Up,204000,2,0,124.944,0.5,0.806,-6.709,0.0486,0.0516,0.15,0.197,False
366,Outline In Color,Breaking the Silence,213600,8,6,111.032,0.583,0.918,-4.561,0.0959,0.00157,0.131,0.378,False
367,Gluecifer,Automatic Thrill,206613,3,10,132.137,0.489,0.988,-3.235,0.06,0.00188,0.0609,0.489,False
368,First to Eleven,Santa Baby,171176,34,7,101.976,0.652,0.856,-5.571,0.0558,0.0107,0.0797,0.779,False
369,Das Sound Machine,"Riff Off - From ""Pitch Perfect 2"" Soundtrack",264480,7,1,100.088,0.595,0.649,-6.23,0.348,0.209,0.0782,0.699,False
370,Foo Fighters,My Hero,260026,96,9,77.106,0.398,0.927,-4.212,0.0567,6.2e-05,0.0575,0.311,False
371,Thirty Seconds To Mars,The Kill,231533,18,4,182.99,0.179,0.912,-3.881,0.0791,0.0014,0.582,0.289,False
372,Wolf & Bear,Deleto,167225,2,6,155.027,0.541,0.986,-4.434,0.137,0.0153,0.156,0.635,False
373,Zella Day,Seven Nation Army,172919,139,2,104.348,0.69,0.283,-7.309,0.0294,0.891,0.111,0.35,True
374,Puddle Of Mudd,Psycho,210653,68,1,126.034,0.573,0.897,-3.549,0.0553,0.00473,0.278,0.463,False
375,Blood Command,Quitters Don't Smoke,379135,15,10,75.02,0.39,0.983,-3.802,0.0684,2.29e-05,0.707,0.436,False
376,Twin Bandit,Jane,241680,38,2,116.407,0.609,0.407,-13.022,0.0358,0.679,0.0858,0.359,False
377,Esoterica,In Dreams,700,56,5,130.065,0.433,0.851,-3.17,0.0354,0.0186,0.104,0.0933,True
378,Karliene,Become the Beast,293550,53,1,119.993,0.623,0.239,-12.5,0.0311,0.799,0.116,0.245,True
379,Red Hot Chili Peppers,Under the Bridge,264306,76,4,84.581,0.559,0.345,-13.496,0.0459,0.0576,0.141,0.458,False
380,Kalandra,Naive,194859,28,2,81.995,0.496,0.625,-8.763,0.0348,0.0251,0.0628,0.511,True
381,Seether,Dangerous,229640,42,0,100.995,0.599,0.901,-4.842,0.071,0.000766,0.0597,0.536,True
382,Evanescence,Going Under,214946,22,11,175.077,0.37,0.858,-4.885,0.0545,0.00815,0.229,0.464,False
383,American Avenue,Cry Baby,226200,1,1,99.994,0.569,0.636,-9.302,0.0505,0.00418,0.107,0.417,False
384,Natalia Kills,Mirrors,196626,49,1,130.037,0.542,0.792,-2.897,0.0303,0.044,0.176,0.36,True
385,Avril Lavigne,Here's to Never Growing Up,214320,1,0,165.084,0.482,0.873,-3.145,0.0853,0.0111,0.409,0.737,False
386,Of Allies,In The Air Tonight,199880,19,1,95.003,0.579,0.407,-9.226,0.0297,0.00209,0.0545,0.21,True
387,Butcher Babies,They're Coming to Take Me Away,196413,79,1,120.087,0.482,0.993,-5.078,0.324,0.0108,0.0792,0.282,True
388,Oceans,My Own Summer - Shove It,218051,34,7,72.238,0.375,0.958,-4.931,0.115,0.000722,0.265,0.299,True
389,Jet,Cold Hard Bitch,243200,64,2,130.327,0.458,0.895,-3.972,0.0681,0.000219,0.106,0.357,False
390,Rival Sons,Do Your Worst,210493,9,2,83.868,0.392,0.791,-2.785,0.0509,0.0113,0.326,0.413,False
391,Baroness,Borderlines,376026,2,5,130.013,0.377,0.985,-3.314,0.139,0.000234,0.235,0.056,False
392,George Timothy,"Seeker of the Sight (As Featured in ""Life is Strange"" Video Game)",182346,1,0,145.912,0.54,0.686,-8.532,0.0313,0.0473,0.101,0.442,False
393,The Joy Formidable,Whirring,407160,43,2,145.061,0.335,0.968,-3.775,0.0505,0.000129,0.341,0.372,True
394,Halflives,Valkyrie,222425,68,5,150.027,0.495,0.864,-7.635,0.0981,0.0182,0.225,0.672,True
395,Puddle Of Mudd,She Hates Me,216760,58,4,109.781,0.58,0.748,-5.433,0.0323,0.00935,0.753,0.584,False
396,Pantera,Walk - 2012 Remaster,315893,26,2,115.201,0.427,0.791,-5.901,0.079,9.7e-05,0.0808,0.707,True
397,Limp Bizkit,My Generation,221000,8,11,104.012,0.458,0.978,-2.389,0.191,0.00231,0.111,0.342,False
398,Hannah Kerr,Winter Wonderland,315141,1,8,124.891,0.676,0.412,-7.97,0.0347,0.796,0.139,0.47,False
399,New Years Day,My Monsters,140,31,0,108.018,0.516,0.927,-2.963,0.0447,4.88e-05,0.0748,0.292,True
400,WRLD,Drift Away,231085,1,5,174.983,0.538,0.814,-4.498,0.0402,0.0514,0.129,0.189,False
401,Eluveitie,Sucellos,305695,1,4,115.003,0.508,0.995,-5.031,0.13,0.000134,0.149,0.0903,False
402,Staind,For You,206200,31,10,163.089,0.318,0.958,-2.683,0.442,0.0603,0.0981,0.3,True
403,The 1975,Chocolate,224640,32,11,100.043,0.591,0.94,-4.341,0.0522,0.00391,0.383,0.676,False
404,Bush,Glycerine,266493,71,5,114.239,0.437,0.337,-11.439,0.0326,0.0371,0.0981,0.0784,False
405,Voicians,Wolves,15763,3,11,175.063,0.395,0.952,-3.328,0.037,0.000476,0.0838,0.328,False
406,The Animal In Me,Disturbia,246167,81,2,125.043,0.592,0.949,-5.352,0.0528,0.000545,0.0866,0.441,True
407,"It Lives, It Breathes",Mad World,216344,2,3,173.994,0.474,0.624,-4.152,0.0271,0.0144,0.273,0.16,False
408,Pagan,Silver,265213,53,2,84.013,0.21,0.987,-4.236,0.0736,0.00018,0.851,0.328,False
409,Badflower,Ghost - Acoustic,269323,38,11,140.931,0.669,0.517,-5.97,0.0345,0.424,0.155,0.354,False
410,First to Eleven,Lucid Dreams,231428,19,6,82.815,0.294,0.467,-10.729,0.0986,0.00374,0.159,0.132,False
411,Everyone Dies In Utah,Unconditionally,232907,4,6,128.989,0.453,0.954,-3.319,0.067,8.5e-05,0.102,0.23,False
412,Elton John,Don't Go Breaking My Heart,903,2,5,131.193,0.742,0.863,-7.823,0.038,0.177,0.0699,0.776,False
413,Picturesque,Holding Me Down,209720,6,1,171.4,0.285,0.728,-4.19,0.0483,0.00224,0.227,0.238,False
414,Mumford & Sons,Just Smoke,139,13,0,156.031,0.534,0.828,-6.472,0.0605,0.0386,0.106,0.359,False
415,Finger Eleven,Pieces Fit,189706,5,6,133.919,0.545,0.715,-3.301,0.0384,8.76e-05,0.036,0.703,False
416,Grizfolk,Bounty On My Head,0,12,3,150.013,0.499,0.821,-3.961,0.0413,0.000592,0.257,0.358,False
417,Lana Del Rey,Terrence Loves You,290636,1,7,102.031,0.296,0.25,-10.088,0.0314,0.975,0.0988,0.0898,False
418,System Of A Down,Toxicity,218933,13,8,116.68,0.413,0.873,-4.151,0.0536,0.000264,0.204,0.48,False
419,Amanda Seyfried,Lil' Red Riding Hood,227604,24,10,116.186,0.657,0.241,-7.474,0.0289,0.874,0.099,0.182,True
420,VUKOVI,C.L.A.U.D.I.A,211691,75,4,76.481,0.39,0.942,-4.811,0.0945,0.0012,0.362,0.332,True
421,Sam Tinnesz,Play with Fire (feat. Yacht Money),180690,80,2,75.012,0.573,0.539,-6.091,0.0322,0.0162,0.105,0.39,True
422,Phoenix,Lisztomania,241640,31,0,195.154,0.486,0.784,-6.68,0.0852,0.0339,0.53,0.315,False
423,Coldplay,A Sky Full of Stars,268466,35,6,124.97,0.545,0.675,-6.474,0.0279,0.00617,0.209,0.162,False
424,Thomas Daniel,What About Us - Acoustic,255510,1,4,125.195,0.427,0.229,-11.564,0.0364,0.935,0.0958,0.222,False
425,Madilyn Bailey,Wildest Dreams,179865,2,8,135.697,0.571,0.438,-6.867,0.0427,0.755,0.129,0.419,False
426,TV On The Radio,Happy Idiot,183002,30,11,139.996,0.617,0.948,-4.236,0.0621,0.00226,0.0755,0.863,True
427,Rivals,Moonlit,217146,103,6,154.963,0.343,0.862,-6.021,0.0507,0.00126,0.3,0.469,True
428,Avery,Faze Me,193060,2,10,114.002,0.658,0.652,-5.562,0.056,0.192,0.149,0.344,False
429,Imagine Dragons,Radioactive,186813,1,9,136.245,0.448,0.784,-3.686,0.0627,0.106,0.668,0.236,False
430,Dream on Dreamer,A Thousand Miles,255185,106,11,95.034,0.447,0.968,-4.351,0.113,0.00256,0.289,0.33,True
431,Our Last Night,When the Party's Over,179907,116,1,134.809,0.473,0.952,-4.401,0.0743,3.52e-05,0.101,0.26,False
432,Elle King,Last Damn Night,4360,58,7,80.791,0.548,0.83,-2.154,0.0479,0.139,0.0985,0.52,True
433,Colin & Caroline,Maps,201683,18,1,100.887,0.62,0.374,-9.594,0.026,0.696,0.106,0.156,False
434,The Swell Fellas,Death Race,414507,3,7,80.72,0.205,0.867,-6.105,0.12,0.00852,0.0831,0.287,False
435,10 Years,Wasteland,229866,164,6,145.541,0.409,0.783,-5.083,0.0731,0.000422,0.0664,0.313,False
